qstr_Kłódka|Kłódka
qstr_The_training_didn_t_g|The training didn't go very well.
qstr_The_training_went_qu|The training went quite well.
qstr_The_training_went_ve|The training went very well.
qstr_The_training_went_pe|The training went perfectly.
qstr_{s13}_asked_you_to_r|{s13} asked you to report to him with at least {reg13} troops.
qstr_{s13}_ordered_you_to|{s13} ordered you to join the assault against {s14}.
qstr_Find_and_speak_with_|Find and speak with {s3} of {s4} to give him your oath of homage.
qstr_There_has_been_an_al|There has been an alleged border incident: {s9}
qstr_^^Note_that_so_long_|^^Note that so long as you remain marshal, the lords of the realm will be expecting you to lead them on campaign. So, if you are awaiting a feast, either for a wedding or for other purposes, you may wish to resign the marshalship by speaking to your liege.
qstr_Zbliżasz_się_do_kr|Zbliżasz się do kryjówki maruderów.
qstr_Wygrana!|Wygrana!
qstr_Przegrana!|Przegrana!
qstr_Bitwa_przegrana!_Woj|Bitwa przegrana! Wojska chroniące konwój skutecznie odparły atak.
qstr_Bitwa_wygrana!_Konw�|Bitwa wygrana! Konwój został przejęty!
qstr_Wrogi_konwój_wpadł|Wrogi konwój wpadł w zasadzkę, okazał się być jednak znacznie lepiej chroniony niż zwiadowcy donosili...
qstr_Prezentacja_regiment|Prezentacja regimentów.
qstr_Wróć_na_mapę_stra|Wróć na mapę strategiczną.
qstr_Twój_przeciwnik_tri|Twój przeciwnik triumfuje. Gdy leżysz raniony, udaje mu się niepostrzeżenie odjechać...
qstr_Wygrywasz_pojedynek.|Wygrywasz pojedynek.
qstr_{playername}_bez_zw�|{playername}, bez zwłoki przybywaj do Budapesztu. Mam ci do przekazania wieści wielkiej wagi.^^^              Ignac Martinovics 
qstr_Błyskotliwą_prowok|Błyskotliwą prowokację, zakończyło równie błyskotliwe zwycięstwo. Oponent padł bez życia.
qstr_Mimo_błyskotliwej_p|Mimo błyskotliwej prowokacji, oponent zatriumfował w starciu. 
qstr_Dzięki_sprawnej_akc|Dzięki sprawnej akcji odbicia spiskowców, ich dywersyjny atak na budynki garnizonu powiódł się. Możliwości obronne miasta zostały znacznie osłabione.
qstr_Na_przedmieściach_w|Na przedmieściach wybuchły zamieszki. Część wojska należąca do garnizonu, została wysłana w celu stłumienia rozruchów, osłabiając tym samym potencjał obronny miasta.
qstr_Atak_na_dowódcę_ga|Atak na dowódcę garnizonu obniżył morale i dyscyplinę załogi miasta. Nastąpiła masowa dezercja.
qstr_Przykro_nam_ale_star|Przykro nam, ale stare zapisy gry nie są kompatybilne z ta wersję. Rozpocznij nową grę.
qstr_DEBUG:_Odbyly_sie_po|DEBUG: Odbyly sie pojedynki
qstr_Zwijasz_obóz...|Zwijasz obóz...
qstr_DEBUG:_party_id_{reg|DEBUG: party id {reg0}
qstr_http://1794.com.pl/1794/ge|http://1794.com.pl/1794/get.php?type=100&ver={reg0}
qstr_{s0}_powinno_zaczac_|{s0} powinno zaczac oblezenie
qstr_Twój_oddział_zosta|Twój oddział zostaje zauważony przez: {s1}.
qstr_Party_has_nothing_to|Party has nothing to eat!
qstr_{reg1}_{s1}_{reg2?zd|{reg1} {s1} {reg2?zdołali:zdołał} uciec nocą z twojej drużyny.
qstr_{s1}__{s3}__został_w|{s1} ({s3}) został wypuszczony z niewoli.
qstr_Fortyfikacja_{s1}_zn|Fortyfikacja {s1} znalazła się w rękach wroga! Doprowadź do przejęcia tego strategicznego punktu na mapie, aby móc z sukcesem prowadzić dalsze działania wojenne.
qstr_Odnieś_zwycięstwo_|Odnieś zwycięstwo w bitwie z dowolnym wrogim oficerem.
qstr_Building_of_{s0}_in_|Building of {s0} in {s4} has been completed.
qstr_{s1}_is_no_longer_in|{s1} is no longer infested by bandits (at night).
qstr_Płacisz_za_nocleg.|Płacisz za nocleg.
qstr_Betrothal_to_{s5}_ex|Betrothal to {s5} expires
qstr__Your_tactics_skill_| Your tactics skill has increased by 1.
qstr__Your_persuasion_ski| Your persuasion skill has increased by 1.
qstr__Your_leadership_ski| Your leadership skill has increased by 1.
qstr__Your_intelligence_h| Your intelligence has increased by 1.
qstr__Your_trade_skill_ha| Your trade skill has increased by 1.
qstr__Your_weapon_master_| Your weapon master skill has increased by 1.
qstr__Your_engineer_skill| Your engineer skill has increased by 1.
qstr_You_have_finished_re|You have finished reading {s1}.{s2}
qstr_Book_Read|Book Read
qstr_You_have_{reg0}_days|You have {reg0} days to finish this quest.
qstr_{s1}_is_scouted.|{s1} is scouted.
qstr_{s1}_has_switched_fr|{s1} has switched from {s2} to {s3}.
qstr_Przeciwnicy_opuszcza|Przeciwnicy opuszczaja karczme {s0}
qstr_Przeciwnicy_przybywa|Przeciwnicy przybywaja do karczmy {s0}
qstr_DEBUG:Usuwam_marker|DEBUG:Usuwam marker
qstr_beh:_{reg0}_obj:_{re|beh: {reg0} obj: {reg1}, cur beh: {reg2} cur obj: {reg3}, slot state: {reg4}. slot obj, {reg5}
qstr_DEBUG:_Wspolczynnik_|DEBUG: Wspolczynnik zwyciestwa wynosi: {reg0}
qstr_updating_wave_for_fa|updating wave for faction {s0}
qstr_Wygłosiłeś_manife|Wygłosiłeś manifest
qstr_AI_tick_AIPower:_{re|AI tick, AIPower: {reg0}
qstr_AI_3_etap...|AI 3 etap...
qstr________ai_state_=_{r|       ai state = {reg0}
qstr____________is_holdin|           is holding center and do nothing
qstr_{s0}_patroluje_{s1}|{s0} patroluje {s1}
qstr_4Etap_AI...|4Etap AI...
qstr_DEBUG:_{s0}_doesnt_h|DEBUG: {s0} doesnt have a bound
qstr_4etap_1:_{s0}_nadal_|4etap 1: {s0} nadal odpoczywa w {s1} ({reg0}%%) {reg1}/{reg2}
qstr_4etap_1:_{s0}_idzie_|4etap 1: {s0} idzie odpoczywac w {s1} ({reg0}%%) {reg1}/{reg2}
qstr____center:_{reg0}|   center: {reg0}
qstr_4etap_1:_{s0}_atakuj|4etap 1: {s0} atakuje {s1}
qstr_AI_ani_3_ani_4_etap.|AI ani 3 ani 4 etap...
qstr_Wyjście_z_gry_w_tym|Wyjście z gry w tym momencie może spowodować błąd.
qstr_Szpieg_nie_powrocil_|Szpieg nie powrocil, najprawdopodobniej wpadl w rece wroga.
qstr_{reg65?my_Lady:my_Lo|{reg65?my Lady:my Lord}
qstr_{reg65?My_Lady:My_Lo|{reg65?My Lady:My Lord}
qstr_{reg65?madame:sir}|{reg65?madame:sir}
qstr_{reg65?Madame:Sir}|{reg65?Madame:Sir}
qstr_Dialog_Level:_{reg4}|Dialog Level: {reg4}
qstr_A_witam_witam...|A, witam, witam...
qstr_Dobry...|Dobry...
qstr_Ehem_czego?|Ehem, czego?
qstr_Czołem_dobrze_was_w|Czołem, dobrze was widzieć. 
qstr_Witam_waszmościa_z_|Witam waszmościa, z czym przychodzicie? 
qstr_Czołem_w_czym_rzecz|Czołem, w czym rzecz?
qstr_Witam_z_czym_przycho|Witam, z czym przychodzicie?
qstr_Czołem_czego_wam_tr|Czołem, czego wam trzeba?
qstr_Dobry_jak_pomóc_wa�|Dobry, jak pomóc waści?
qstr_Czołem_Panie_Bracie!|Czołem Panie Bracie! 
qstr_Witam_mospanie!_|Witam mospanie! 
qstr_Dobrze_widzieć_wasz|Dobrze widzieć waszmościa, z czym przychodzicie?
qstr_Żegnam.|Żegnam.
qstr_A_witam_witam.|A, witam, witam.
qstr_Dzień_dobry_z_czym_|Dzień dobry, z czym tam przychodzicie?
qstr_Dobry_w_czym_pomóc_|Dobry, w czym pomóc mogę? 
qstr_Uprzejmie_witam_mił|Uprzejmie witam, miło mi poznać waćpana...
qstr_Witam_z_czy_waszmoś|Witam, z czy waszmość przychodzi? 
qstr_A_żegnam_żegnam._|A żegnam, żegnam. 
qstr_Do_obaczenia.|Do obaczenia.
qstr_Żegnam._|Żegnam. 
qstr_Ostańcie_w_zdrowiu.|Ostańcie w zdrowiu. 
qstr_Bywajcie.|Bywajcie.
qstr_Kłaniam_się_panu..|Kłaniam się panu...
qstr_Witam_w_naszych_skro|Witam w naszych skromnych progach...
qstr_Witaj_{playername}_z|Witaj {playername}, z czym przychodzisz?
qstr_Witaj_kochany_co_ci�|Witaj kochany, co cię do mnie przywiodło?
qstr_Witaj_mój_miły_co_|Witaj mój miły, co jeszcze mogę dla ciebie zrobić?
qstr_Witaj_ukochany_czego|Witaj ukochany, czego pragniesz?
qstr_Witaj_{playername}._|Witaj {playername}. Z czym przychodzisz?
qstr_Żegnaj_ukochany..._|Żegnaj ukochany... liczę, że wkrótce znów się pojawisz.
qstr_Tak_szybko?_Skoro_mu|Tak szybko? Skoro musisz... to nie zatrzymuję, ale liczę, że nie każesz mi długo czekać na ponowną wizytę.
qstr_Dobry|Dobry
qstr_Witam|Witam
qstr_A_witam_witam|A, witam, witam
qstr_Kłaniam_się_|Kłaniam się 
qstr_Czołem_waszmości|Czołem waszmości
qstr_Miło_mi_powitać_wa|Miło mi powitać waszmościa
qstr_Kłaniam_się_uniże|Kłaniam się uniżenie
qstr_Witam_mości_pana|Witam mości pana
qstr_Witam_{s69}_{playern|Witam, {s69} {playername}, jeśli mnie oczy nie mylą? Zaszczyt to dla mnie
qstr_Witam_waćpana_jeste|Witam waćpana, jestem zaszczycony
qstr_w_czym_mogę_służy|w czym mogę służyć?
qstr_jak_mogę_pomóc?|jak mogę pomóc?
qstr_czego_wam_trzeba?|czego wam trzeba?
qstr_Żegnam_nie_zapomina|Żegnam, nie zapominajcie gdzie można znaleźć mnie. 
qstr_Bywajcie_i_nie_zapom|Bywajcie i nie zapomnijcie gdzie szukać mnie.
qstr_Bywajcie_i_miejcie_w|Bywajcie i miejcie w pamięci mój skromny kram.
qstr_I_co?_Rozmawialiści|I co? Rozmawialiście już z mym synem? Udało się? 
qstr_I_co?_Przekonaliści|I co? Przekonaliście mego syna? 
qstr_Kogo_żem_ja_posła�|Kogo, żem ja posłał, miast pomóc i przekonać, tylko poparł w durnocie. A idźcie do czorta!
qstr_Co?!_Poparliście_to|Co?! Poparliście to szaleństwo?! Mór na was i mogiła dla syna mego. Do licha, po co żem was posłał?!
qstr_Hę?_Z_kim_to_mam_pr|Hę? Z kim to mam przyjemność?
qstr_Hę?_Z_czym_przychod|Hę? Z czym przychodzicie?
qstr_Skąd_ja_to_wiedzia�|Skąd ja to wiedziałem? Ileż to razy mam powtarzać, że idę bić się za wolność Rzeczpospolitej i planów nie zmienię?
qstr_Nie_nowina_mi_waszmo|Nie nowina mi, waszmość jest kolejnym przysłanym przez mego Ojca. Ciotkom się nie udało, wujom się nie udało i wam się nie uda mnie przekonać, mus mi ruszyć i bić się za Ojczyznę.
qstr_Perswazja_nieudana.|Perswazja nieudana.
qstr_Perswazja_częściow|Perswazja częściowo udana.
qstr_Perswazja_udana.|Perswazja udana.
qstr_Hę?_|Hę? 
qstr_Czego_tam?_|Czego tam? 
qstr_O_co_chodzi?|O co chodzi?
qstr_W_wyniku_prowokacji_|W wyniku prowokacji uzyskałeś 1/3 punkty.
qstr_W_wyniku_prowokacji_u|W wyniku prowokacji uzyskałeś 2/3 punkty.
qstr_W_wyniku_prowokacji_uz|W wyniku prowokacji uzyskałeś 3/3 punkty.
qstr_Hę?_Czego_tam?|Hę? Czego tam?
qstr_Jeszcze_tu_jesteś?_|Jeszcze tu jesteś? Nic nie dostaniesz, żegnam. 
qstr_Ile_razy_można_powt|Ile razy można powtarzać, że nic nie dostaniesz? Do niezobaczenia.
qstr_Znaj_moje_dobre_serc|Znaj moje dobre serce i oddal się pókim dobry. 
qstr_Eh_spartoliłeś_spr|Eh, spartoliłeś sprawę {playername}, lepiej odejdź...
qstr_Zejdź_mi_z_oczu_bo_|Zejdź mi z oczu bo nie zdzierżę.
qstr_Nie_właź_mi_w_drog|Nie właź mi w drogę, bo nie ręczę za siebie. 
qstr_Jeszcze_tu_jesteś?!|Jeszcze tu jesteś?!
qstr_Dług?_Ja_nic_nie_wi|Dług? Ja nic nie wiem o żadnym długu...
qstr_Pierwsze_słyszę...|Pierwsze słyszę... co za dług?
qstr_Zbieranie_długu_zak|Zbieranie długu zakończyło się niepowodzeniem.
qstr_Odebrano_dług_{reg0|Odebrano dług {reg0}/3
qstr_Zbieranie_długu_zako|Zbieranie długu zakończyło się częściowym powodzeniem.
qstr_Zbieranie_długu_zako�|Zbieranie długu zakończyło się całkowitym powodzeniem.
qstr_Dług?!_Co_za_dług_|Dług?! Co za dług, ja nic nie wiem
qstr_Już_z_początku_wyg|Już z początku wyglądałeś mi na nieudacznika, teraz to potwierdzasz. Zejdź mi z oczu!
qstr_Mogłem_przewidzieć|Mogłem przewidzieć, że to się tak skończy... Zejdź mi z oczu!
qstr_oszust_i_fałszerz_o|oszust i fałszerz, od wielu ludzi wyłudził pieniądze... także ode mnie
qstr_zdrajca_złożył_fa|zdrajca, złożył fałszywe zeznania w sądzie, na mojego brata
qstr_ERROR_ERROR_ERRRORRR|ERROR ERROR ERRRORRRRRRRR NO TARGET FOUND!
qstr_Niecnota|Niecnota
qstr_Zgnilec|Zgnilec
qstr_ERROR_ERROR_ERRRORRRR|ERROR ERROR ERRRORRRRRRRR!
qstr_znowu_nie_komornik.|znowu nie komornik.
qstr_znowu_nie_sąsiedzi_|znowu nie sąsiedzi, nie potłukłam celowo tych garnków.
qstr_tylko_nie_burmistrz_|tylko nie burmistrz, skąd ma człowiek brać na te podatki.
qstr_Znakomicie_oto_dowó|Znakomicie, oto dowód wdzięczności, do zobaczenia ponownie.
qstr_Świetnie_macie_tu_w|Świetnie, macie tu w dowód wdzięczności, żegnam.
qstr_Dziękuję_a_oto_skr|Dziękuję, a oto skromny grosz w dowód wdzięczności.
qstr_Od_razu_widać_było|Od razu widać było, że nie się nienadajesz. Żegnam.
qstr_Tchórz_obleciał_co|Tchórz obleciał, co? A tak stroszyłeś piórka napoczątku, hehe.
qstr_Nie_dziwota_weź_cho|Nie dziwota, weź chociaż grosz za chęci.
qstr_Bywa_i_tak_kto_ma_te|Bywa i tak, kto ma ten trzyma, a kto nie ma i tak nie wytrzyma, do widzenia.
qstr_Masz_czegoś_chciał|Masz czegoś chciał, żegnam.
qstr_Głupi_kto_w_cudze_s|Głupi, kto w cudze sprawy nosa wtyka, ale przyznać ci trzeba, że szablą umiesz obracać.
qstr_Starczy_mi_na_dziś_|Starczy mi na dziś bicia się o baby, żegnam.
qstr_Nie_zawracaj_mi_gło|Nie zawracaj mi głowy, zajęty jestem.
qstr_Idź_gdzie_indziej_k|Idź gdzie indziej kopie kruszyć o cudze słowy.
qstr_Nie_mam_ci_nic_do_po|Nie mam ci nic do powiedzenia, do nie zobaczenia. 
qstr_Zejdź_mi_z_drogi_tc|Zejdź mi z drogi tchórzu.
qstr_Nie_mam_nic_dla_cieb|Nie mam nic dla ciebie, poza kopem w rzyć.
qstr_Gardzę_takimi_jak_w|Gardzę, takimi jak wy.
qstr_Witaj|Witaj
qstr_z_czym_przychodzisz|z czym przychodzisz
qstr_w_czym_rzecz|w czym rzecz
qstr_Czego_chcesz?|Czego chcesz?
qstr_Jak_śmiesz_mnie_zat|Jak śmiesz mnie zatrzymywać?
qstr_Z_czym_przychodzisz?|Z czym przychodzisz? 
qstr_Udało_ci_się_pomy�|Udało ci się pomyślnie spieniężyć pojmanych bandytów!
qstr_Uzyskana_kwota:_{reg|Uzyskana kwota: {reg0}
qstr_Witam_dobrego_pana|Witam, dobrego pana
qstr_Kłaniam_się_wielmo|Kłaniam się wielmożnemu panu
qstr_grajkiem|grajkiem
qstr_lirnikiem|lirnikiem
qstr_pielgrzymem|pielgrzymem
qstr_Ha_dobrze!_To_jest_w|Ha, dobrze! To jest wasza wygrana.
qstr_Niech_was_diabli_dob|Niech was diabli, dobrze!
qstr_Pudło_cóż_za_szko|Pudło, cóż za szkoda
qstr_Aj_niestety_nie_uda�|Aj, niestety nie udało się.
qstr_Oj_tym_razem_nie_pos|Oj, tym razem nie poszczęściło się. 
qstr_Było_blisko_lecz_ni|Było blisko, lecz nie tym razem.
qstr_Nie_tym_razem_a_szko|Nie tym razem, a szkoda! 
qstr_Pudło_widać_niedob|Pudło, widać niedobry to dzień na zgadywanie. 
qstr_Pewien|Pewien
qstr_Jeden|Jeden
qstr_kasztelan|kasztelan
qstr_murarz|murarz
qstr_wojewoda|wojewoda
qstr_organista|organista
qstr_pruskich|pruskich
qstr_rosyjskich|rosyjskich
qstr_austriackich|austriackich
qstr_Kłaniam_się|Kłaniam się
qstr_Pokornie_witam|Pokornie witam
qstr_Dobry_dzień|Dobry dzień
qstr_w_czym_mogę_służy�|w czym mogę służyć
qstr_czego_wam_trzeba|czego wam trzeba
qstr_w_czym_mógłbym_pom|w czym mógłbym pomóc
qstr_Miłego_dnia|Miłego dnia
qstr_Do_zobaczenia|Do zobaczenia
qstr_Do_widzenia|Do widzenia
qstr_Ciężkie_to_czasy_n|Ciężkie to czasy nastały
qstr_Trudne_to_czasy_nast|Trudne to czasy nastały
qstr_Niełatwy_to_czas_na|Niełatwy to czas nastał
qstr_a_córkę_moją_za_m|a córkę moją za mąż wydać planuję, ale grosza na posag nie mam.
qstr_na_żywność_trzeba|na żywność trzeba nam pieniędzy, a tu kiesa pusta.
qstr_dla_żony_potrzebuje|dla żony potrzebuje, na płótno co by koszule poszyła dzieciakom, ale nie mam nic.
qstr_a_mam_dług_u_tutejs|a mam dług u tutejszego lichwiarza i spłacić muszę, bo dach nad głową mi zabiorą.
qstr_pracuje_a_rodziny_wy|pracuje a rodziny wyżywić nie mogę i tak cały czas, a oni głodni często chodzą.
qstr_narzędzie_mi_się_w|narzędzie mi się w warsztacie zepsuły i nie mam jak pracować i wyżywić rodziny.
qstr_Bóg_Wam_zapłać_do|Bóg Wam zapłać, dobry panie.
qstr_Szczerze_dziękuje_d|Szczerze dziękuje dobremu panu.
qstr_Niech_Bóg_Wam_w_dzi|Niech Bóg Wam w dziatkach wynagrodzi, szczodry panie.
qstr_Witam_{s68}|Witam, {s68}
qstr_Piękny_dziś_mamy_dz|Piękny dziś mamy dzień, {s68}
qstr_Dzień_dobry|Dzień dobry
qstr_co_was_do_mnie_sprow|co was do mnie sprowadza
qstr_słucham_co_macie_mi|słucham, co macie mi do powiedzenia
qstr_w_czym_mogę_pomóc|w czym mogę pomóc
qstr_czego_potrzebujecie|czego potrzebujecie
qstr_na_szlachtę_co_chę|na szlachtę co chędoży za darmo, a zamtuz niema zarobku
qstr_na_ulewę_dach_mi_pr|na ulewę, dach mi przecieka i skoro tu władza rządzi niech naprawia
qstr_na_psy_sąsiada_co_n|na psy sąsiada co nocą szczekają i spać nie dają
qstr__na_zamtuz_tutejszy_| na zamtuz tutejszy, głośno tam całą noc dokazują, a ceny mają za wysokie
qstr_na_sąsiada_mego_co_|na sąsiada mego, co cięgiem gówno i inne nieczystości przez okno wyrzuca, może zrobią z nim porządek
qstr_na_ulice_co_z_każdy|na ulice, co z każdym tygodniem bardziej grząskie, nam bruk potrzebny
qstr_na_sąsiadkę_co_mę|na sąsiadkę co mężczyzn miotłą bije gdy ich w pobliżu bordelu zoczy
qstr_na_kupców_partaczy_|na kupców partaczy, co lepsze towary bez zezwolenia sprzedają
qstr_na_szlachtę_co_wszy|na szlachtę co wszystko bierze darmo, a za protesta łeb usiecze
qstr_na_pogodę_a_raczej_|na pogodę, a raczej rynny drewniane mi przesiąkają, chcę dopłat, żeby nowe zrobić
qstr_na_karczmarza_co_tru|na karczmarza, co trunki wodą rozcieńcza, niech go Bóg pokarze
qstr_na_tych_pijaków_prz|na tych pijaków przeklętych co burdy wszczynają i na krechę biorą
qstr_naprzeciwko_mego_dom|naprzeciwko mego domu zamieszkało niebezpieczne indywiduum, widno złodziejka, a i mężczyzn bałamuci
qstr_mój_sąsiad_ukradł|mój sąsiad ukradł mi mieszek ze skrzyni wczoraj i jeszcze Twierdzi kłamliwie, że to syn mój na wódkę wziął
qstr_w_karczmie_stanął_|w karczmie stanął bogacz-dandys, jak nic sodomita
qstr_bandyta_wczoraj_obse|bandyta wczoraj obserwował moje domostwo, do córki zagadywał lubieżnie
qstr_rajca_defraudacyji_n|rajca defraudacyji niecnej się dopuszcza, zamiast drogi naprawiać;
qstr_A_tak_jest_coś_co_m|A, tak, jest coś co możesz dla mnie zrobi, słuchaj uważnie.
qstr_Mam_coś_odpowiednie|Mam coś odpowiedniego dla ciebie, słuchaj, tylko uważnie, bo drugi raz powtarzać nie będę.
qstr_Zmartwienie_mam_niem|Zmartwienie mam niemałe drogi panie, słuchajcie jeśli łaska, a może coś poradzicie
qstr_Biedę_mam_panie_sł|Biedę mam panie, słuchajcie jeśli łaska
qstr_Syn_mój_młodzik_je|Syn mój, młodzik jeszcze, wkrótce dwadzieścia wiosen mieć będzie
qstr_Mój_syn_ledwie_dwad|Mój syn, ledwie dwadzieścia wiosen na wiosnę mu będzie
qstr_Syn_mój_jesienią_d|Syn mój, jesienią dwadzieścia pięć wiosen mieć będzie
qstr_do_wolentarskiej_kom|do wolentarskiej kompanii zamiaruje się udać
qstr_na_wolentarza_do_woj|na wolentarza do wojska zamiaruje iść
qstr_chce_na_wolentarza_d|chce na wolentarza do piechoty się udać
qstr_toż_go_ustrzelą_ni|toż go ustrzelą niechybnie przy pierwszej potyczce
qstr_toż_go_usieką_niec|toż go usieką niechybnie zrazu przy pierwszej potyczce
qstr_toż_tylko_jeden_nam|toż tylko jeden nam się ostał
qstr_toż_przecie_tylko_o|toż przecie tylko on nam się ostał
qstr_Sowicie_waćpana_wyn|Sowicie waćpana wynagrodzę, grosza szczędzić nie będę, tylko nakłońcie smarkacza by w domu...
qstr_Nakłońcie_młokosa|Nakłońcie młokosa aby w domu ostał, a grosza nie będę szczędził w podzięce...
qstr_Wybijcie_mu_z_głowy|Wybijcie mu z głowy te idee, a grosza szczędził nie będę w podzięce...
qstr_A_niech_was_diabli_a|A niech was diabli, a matka tu zemrze ze zgryzoty... Pomyślcie o niedoli mej małżonki...
qstr_A_my_zemrzem_tu_ze_z|A my zemrzem tu ze zgryzoty, co? Godzi się to starych rodziców w domu ostawiać?
qstr_Serca_nie_macie_tyle|Serca nie macie, tyle wam powiem, tfu.
qstr_Idź_w_swą_stronę_|Idź w swą stronę człeku bez serca, jeszcze życie cię nauczy, gdy sam ojcem będziesz.
qstr_Dobrze_spieszno_mi|Dobrze spieszno mi
qstr_Świetnie|Świetnie
qstr_Już_dość_zmitrę�|Już dość zmitrężyłem czasu
qstr_Pienińskiego|Pienińskiego
qstr_Sicińskiego|Sicińskiego
qstr_Sierskiego|Sierskiego
qstr_Konińskiego|Konińskiego
qstr_Lwowskim|Lwowskim
qstr_Warszawskim|Warszawskim
qstr_Krakowskim|Krakowskim
qstr_zacna_gdańska_wódk|zacna gdańska wódka
qstr_przednie_zachodnie_t|przednie zachodnie trunki
qstr_Prus|Prus
qstr_Rosji|Rosji
qstr_Austrii|Austrii
qstr_Sieciński|Sieciński
qstr_Zbych|Zbych
qstr_Przybyszewski|Przybyszewski
qstr_Słucki|Słucki
qstr_Chrzanowa|Chrzanowa
qstr_Abram_chyba|Abram, chyba
qstr_Jozef_czy_jak_go_tam|Jozef, czy jak go tam zwą
qstr_mniejsza_z_tym|mniejsza z tym
qstr_szybkie|szybkie
qstr_sprawne|sprawne
qstr_prędkie|prędkie
qstr_Jestem_zajęty_nie_p|Jestem zajęty, nie przeszkadzajcie.
qstr_Nie_wolno_mi_rozmawi|Nie wolno mi rozmawiać na służbie, bywajcie.
qstr_Służba_nie_drużba|Służba nie drużba, trzeba stać i pilnować. Nie wolno mi teraz rozmawiać.
qstr_Witam_witam.|Witam, witam.
qstr_Czołem._|Czołem. 
qstr_Czołem_waszmości_d|Czołem waszmości, dobrze widzieć w zdrowiu.
qstr_Eh_żadnych_rozkazó|Eh, żadnych rozkazów, już tydzień na rzyci siedzimy, a wroga nima.
qstr_Podobno_córka_zaopa|Podobno córka zaopatrzeniowca daje na zapleczu, rozejrzyjcie się dobrze, może i wam się co trafi.
qstr_Nie_mam_teraz_czasu_|Nie mam teraz czasu, bywajcie.
qstr_Co_tu_gadać?_O_czym|Co tu gadać? O czym? A, dajcie spokój panie.
qstr_Podobno_jutro_dotrze|Podobno jutro dotrzeć mają posiłki z zagranicy, co wspomogą naszą sprawę, też tak słyszeliście, prawda?
qstr_Dostawa_broni_ma_doj|Dostawa broni ma dojść wkrótce, przednie kozienickie bandolety przywiozą i prochu zapas, oj, widać, że wojenka jeszcze trochę ma potrwać.
qstr_Witam_witam._Czego_w|Witam, witam. Czego wam trzeba? U mnie wszystkiego dostatek, wybierzecie coś?
qstr_Dzieńdobry_w_czym_m|Dzieńdobry, w czym mogę służyć?
qstr_Kłaniam_się_mogę_|Kłaniam się, mogę jakoś pomóc?
qstr_Dziękuję_memu_wyba|Dziękuję memu wybawcy, byłabym jednak niezmiernie szczęśliwa, gdyby wyjawił mi on swoje imię....
qstr_Dziękuję_waszmośc|Dziękuję waszmości z całego serca, mogę znać imię mego wybawcy?
qstr_to_dla_mnie_zaszczyt|to dla mnie zaszczyt
qstr_to_honor_móc_ratowa|to honor móc ratować damę z opresji
qstr_Dziękuję_jeszcze_r|Dziękuję jeszcze raz, bywaj zdrów.
qstr_Miej_na_siebie_bacze|Miej na siebie baczenie, dzielny kawalerze! Nigdy nie zapomnę co dla mnie zrobiłeś.
qstr_Ano_znajdzie_się_wy|Ano, znajdzie się, wyborny trunek, miód z pasieki mego wuja z Inflant.
qstr_Cienkusz_przecie_lep|Cienkusz, przecie lepszy rydz, niż nic, nie {playername}?
qstr_Wódki_gdańskiej_tr|Wódki gdańskiej, trochę mi ostało się, siadaj, starczy dla nas obu.
qstr_Piwo_tylko_mam_ale_z|Piwo tylko mam, ale zacne, przypadnie ci z pewnością do gustu.
qstr_Zacny_to_trójniak_z|Zacny to trójniak, zaopatrzeniowiec po kryjomy przewiózł mi przez granicę. Podobno z samego Poznania przyjechał.
qstr_z_jaką_sprawą_przy|z jaką sprawą przychodzisz
qstr_w_czym_ci_mogę_pom�|w czym ci mogę pomóc
qstr_Strażnicy_ruszają_|Strażnicy ruszają na pomoc oficerowi
qstr_Przeprowadź_zasadzk|Przeprowadź zasadzkę na konwój przewożący broń.
qstr_ważnych_dla_nas_wi�|ważnych dla nas więźniów
qstr_uzbrojenie_i_amunicj|uzbrojenie i amunicję
qstr_{playername}?_Dobrze|{playername}? Dobrze żeś cały i zdrów, poturbowali cię podobno nieco. Zapomnijmy jednak o tym, brat mój, wszystko mi dokładnie wyłożył i wiem żeście dzielnie stawali. 
qstr_{playername}?_Dobrze_|{playername}? Dobrze żeś cały i zdrów, słyszałem jak obrotnie poradziliście! Rad jestem mogąc ponownie Ci winszować biegłości i odwagi. 
qstr_http://1794.com.pl/1794/get|http://1794.com.pl/1794/get.php?player={s0}&type={reg0}&message=Przeszedl%20do%20etapu%202!
qstr_{s1}_has_declared_wa|{s1} has declared war against {s2}.
qstr_Wiele_o_tobie_mówi�|Wiele o tobie mówiła, dobrego rzecz jasna... ale na jej względy, musisz jeszcze zasłużyć. 
qstr_Wiedz_że_na_moją_c|Wiedz, że na moją córkę trzeba zasłużyć, jesteś na dobrej drodze, wiele ci zawdzieczam, ale niezbliżaj się zanadto póki co.
qstr_Cali_jesteście?_W_z|Cali jesteście? W zdrowiu! Chwała Bogu! Nie powiodło nam się pobić nicponi, nic to jednak, pochwyciliśmy jednego z nich, kulawy był i prędko zbiec nie mógł wraz z tamtymi, hehe. Wszystek nam wyznał i w rzeczy samej, jak żeśmy przypuszczali, byli to delatorzy jadący od Wiednia.
qstr_Cali_jesteście?_W_zd|Cali jesteście? W zdrowiu! Chwała Bogu! Przednio się sprawiliśmy z nimi, jeden jeszcze dycha, nie mocno był pocięty, wszystko nam opowiedział. W rzeczy samej, byli to delatorzy jadący od Wiednia.
qstr_Jan_Alojzy_Jabłonow|Jan Alojzy Jabłonowski
